기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00_06_매출_금액,시간대_06_11_매출_금액,시간대_11_14_매출_금액,시간대_14_17_매출_금액,시간대_17_21_매출_금액,시간대_21_24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_00_06_매출_건수,시간대_06_11_매출_건수,시간대_11_14_매출_건수,시간대_14_17_매출_건수,시간대_17_21_매출_건수,시간대_21_24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,위도,경도,lat,lon,중분류_매핑,300m내_경쟁_업종_수
20241,A,골목상권,3110157,자양동우체국,1529371,718879,810492,295667,190794,251959,262368,196881,331702,465955,318818,152810,152320,230880,208586,219262,214824,215509,213877,213991,222656,229253,HL,상권축소,103,50,103,52,5379,2675,2704,661,742,830,871,925,1350,355,382,442,436,439,621,306,360,388,435,486,729,2587,0,2587,2628698,6,2938866512,764587247,354277398,210677266,369775651,493632251,101333787,91017629,428282595,125282688,390,250,140,0,54,88,104,107,37,0,39,59,61,59,32,0,15,29,43,48,5,CS100010,커피-음료,9,15,13,2,7,1,6,71293492,13932,49244669,22048823,10996586,9785777,9452912,8676974,10332420,11604795,10444028,0,16002995,21340001,19114153,11252346,3583997,30911636,37068313,336998,8158789,18413777,19675159,14168473,7226752,9374,4558,1824,1861,1830,1780,2079,2254,2304,0,3657,4163,3350,2085,677,6270,7420,77,1590,4106,3749,2776,1392,207135,447836,11215,광진구,11215830,자양2동,115158,37.529992748,127.08072174,37.529992748,127.08072174,비알코올,17
20242,A,골목상권,3110157,자양동우체국,1371032,642923,728108,262754,162428,229903,241332,180304,294310,431119,279171,131405,134281,204640,190414,195343,190424,195475,190756,189663,200483,208890,LL,다이나믹,105,50,105,52,5379,2675,2704,661,742,830,871,925,1350,355,382,442,436,439,621,306,360,388,435,486,729,2587,0,2587,2628698,6,2938866512,764587247,354277398,210677266,369775651,493632251,101333787,91017629,428282595,125282688,390,250,140,0,54,88,104,107,37,0,39,59,61,59,32,0,15,29,43,48,5,CS100001,한식음식점,10,11,0,0,0,0,1,733242661,20521,465485062,267757599,67875117,103246811,95282654,84338135,114742345,160313746,107443853,10796287,14920514,218940958,89155548,320898839,78530515,426868222,211635671,937479,53160092,116686061,176769549,185971753,104978963,14095,6426,1733,3419,3019,2652,3272,3716,2710,195,516,8694,2799,7043,1274,11813,6735,76,1512,3556,4971,4947,3489,207135,447836,11215,광진구,11215830,자양2동,115158,37.529992748,127.08072174,37.529992748,127.08072174,한식,38
20242,A,골목상권,3110157,자양동우체국,1371032,642923,728108,262754,162428,229903,241332,180304,294310,431119,279171,131405,134281,204640,190414,195343,190424,195475,190756,189663,200483,208890,LL,다이나믹,105,50,105,52,5379,2675,2704,661,742,830,871,925,1350,355,382,442,436,439,621,306,360,388,435,486,729,2587,0,2587,2628698,6,2938866512,764587247,354277398,210677266,369775651,493632251,101333787,91017629,428282595,125282688,390,250,140,0,54,88,104,107,37,0,39,59,61,59,32,0,15,29,43,48,5,CS100002,중식음식점,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207135,447836,11215,광진구,11215830,자양2동,115158,37.529992748,127.08072174,37.529992748,127.08072174,중식,1
20242,A,골목상권,3110157,자양동우체국,1371032,642923,728108,262754,162428,229903,241332,180304,294310,431119,279171,131405,134281,204640,190414,195343,190424,195475,190756,189663,200483,208890,LL,다이나믹,105,50,105,52,5379,2675,2704,661,742,830,871,925,1350,355,382,442,436,439,621,306,360,388,435,486,729,2587,0,2587,2628698,6,2938866512,764587247,354277398,210677266,369775651,493632251,101333787,91017629,428282595,125282688,390,250,140,0,54,88,104,107,37,0,39,59,61,59,32,0,15,29,43,48,5,CS100010,커피-음료,9,15,7,1,7,1,6,95866532,19417,65134378,30732154,13647897,11948859,12586614,12598867,14352141,15113475,15618679,0,22967559,27410463,24128571,16346714,5013225,40325534,52890247,626750,9508792,27857903,26935008,18564083,9723247,13609,5808,2735,2548,2646,2666,3014,2909,2899,0,5589,5454,4362,3119,893,8302,10761,98,2059,5817,5454,3763,1872,207135,447836,11215,광진구,11215830,자양2동,115158,37.529992748,127.08072174,37.529992748,127.08072174,비알코올,17
20243,A,골목상권,3110157,자양동우체국,1387901,652638,735262,253483,162117,232171,254808,189020,296302,428962,283776,136178,139259,207972,191757,194497,193790,196686,195237,192370,203483,211839,HL,상권축소,107,50,107,52,5379,2675,2704,661,742,830,871,925,1350,355,382,442,436,439,621,306,360,388,435,486,729,2587,0,2587,2628698,6,2938866512,764587247,354277398,210677266,369775651,493632251,101333787,91017629,428282595,125282688,390,250,140,0,54,88,104,107,37,0,39,59,61,59,32,0,15,29,43,48,5,CS100001,한식음식점,10,11,0,0,0,0,1,665318783,20366,451826082,213492701,78860449,63800922,99770652,86534766,122859293,125782992,87709709,2430544,10491391,226640130,59929533,281051986,84775199,373314796,198278252,1078405,53273428,99333579,128298071,163196595,126412970,14811,5555,2321,3083,3149,3228,3030,3202,2353,65,669,8889,2548,6898,1297,12540,6836,76,1679,4125,3855,5234,4406,207135,447836,11215,광진구,11215830,자양2동,115158,37.529992748,127.08072174,37.529992748,127.08072174,한식,38
20243,A,골목상권,3110157,자양동우체국,1387901,652638,735262,253483,162117,232171,254808,189020,296302,428962,283776,136178,139259,207972,191757,194497,193790,196686,195237,192370,203483,211839,HL,상권축소,107,50,107,52,5379,2675,2704,661,742,830,871,925,1350,355,382,442,436,439,621,306,360,388,435,486,729,2587,0,2587,2628698,6,2938866512,764587247,354277398,210677266,369775651,493632251,101333787,91017629,428282595,125282688,390,250,140,0,54,88,104,107,37,0,39,59,61,59,32,0,15,29,43,48,5,CS100002,중식음식점,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207135,447836,11215,광진구,11215830,자양2동,115158,37.529992748,127.08072174,37.529992748,127.08072174,중식,1
20243,A,골목상권,3110157,자양동우체국,1387901,652638,735262,253483,162117,232171,254808,189020,296302,428962,283776,136178,139259,207972,191757,194497,193790,196686,195237,192370,203483,211839,HL,상권축소,107,50,107,52,5379,2675,2704,661,742,830,871,925,1350,355,382,442,436,439,621,306,360,388,435,486,729,2587,0,2587,2628698,6,2938866512,764587247,354277398,210677266,369775651,493632251,101333787,91017629,428282595,125282688,390,250,140,0,54,88,104,107,37,0,39,59,61,59,32,0,15,29,43,48,5,CS100010,커피-음료,9,15,0,0,0,0,6,129607149,21958,83549010,46058139,20716715,16900958,15988467,12561318,17381552,24488138,21570001,0,21504119,44004678,34101225,25041350,4955777,48995795,71053257,604768,13839029,31190793,29626685,27002718,17785055,14797,7161,3354,2705,3011,2735,2992,3602,3559,0,4897,6567,5341,4252,901,9498,11610,175,2593,6121,5283,4545,2390,207135,447836,11215,광진구,11215830,자양2동,115158,37.529992748,127.08072174,37.529992748,127.08072174,비알코올,17
20244,A,골목상권,3110157,자양동우체국,1398949,653538,745411,259894,158245,235341,257687,191931,295849,434289,286096,134402,138430,211124,194609,194940,196255,197491,196197,194519,206120,213425,HL,상권축소,109,50,109,52,5379,2675,2704,661,742,830,871,925,1350,355,382,442,436,439,621,306,360,388,435,486,729,2587,0,2587,2628698,6,2938866512,764587247,354277398,210677266,369775651,493632251,101333787,91017629,428282595,125282688,613,389,224,0,83,138,168,164,60,0,60,90,96,90,53,0,23,48,72,74,7,CS100001,한식음식점,10,11,0,0,0,0,1,791797618,22013,523083823,268713795,64897057,97901231,107311918,113654067,139319550,144414851,124298944,11612401,6384560,297865372,70542626,323042811,82349848,401629882,242949150,1037977,36706542,104678251,159052826,203258319,139845116,15542,6471,2136,3366,3019,3231,3790,3619,2852,139,441,9390,2967,7793,1283,11852,8154,62,1625,3732,4408,6429,3753,207135,447836,11215,광진구,11215830,자양2동,115158,37.529992748,127.08072174,37.529992748,127.08072174,한식,38
20244,A,골목상권,3110157,자양동우체국,1398949,653538,745411,259894,158245,235341,257687,191931,295849,434289,286096,134402,138430,211124,194609,194940,196255,197491,196197,194519,206120,213425,HL,상권축소,109,50,109,52,5379,2675,2704,661,742,830,871,925,1350,355,382,442,436,439,621,306,360,388,435,486,729,2587,0,2587,2628698,6,2938866512,764587247,354277398,210677266,369775651,493632251,101333787,91017629,428282595,125282688,613,389,224,0,83,138,168,164,60,0,60,90,96,90,53,0,23,48,72,74,7,CS100002,중식음식점,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207135,447836,11215,광진구,11215830,자양2동,115158,37.529992748,127.08072174,37.529992748,127.08072174,중식,1
20244,A,골목상권,3110157,자양동우체국,1398949,653538,745411,259894,158245,235341,257687,191931,295849,434289,286096,134402,138430,211124,194609,194940,196255,197491,196197,194519,206120,213425,HL,상권축소,109,50,109,52,5379,2675,2704,661,742,830,871,925,1350,355,382,442,436,439,621,306,360,388,435,486,729,2587,0,2587,2628698,6,2938866512,764587247,354277398,210677266,369775651,493632251,101333787,91017629,428282595,125282688,613,389,224,0,83,138,168,164,60,0,60,90,96,90,53,0,23,48,72,74,7,CS100010,커피-음료,9,13,8,1,23,3,4,129820736,20892,84649656,45171080,15615949,18929040,20499694,11282458,18322515,23286379,21884701,0,23126718,38219672,42870710,21703950,3899686,44892964,78215514,479367,15831636,35816756,30451309,21333435,19195979,13986,6906,2769,3074,2900,2180,3063,3294,3612,0,4708,6432,5680,3328,744,8932,11432,144,2741,6240,5166,3607,2465,207135,447836,11215,광진구,11215830,자양2동,115158,37.529992748,127.08072174,37.529992748,127.08072174,비알코올,17
20191,A,골목상권,3110158,중곡3동주민센터,2899820,1351965,1547855,346868,354564,453728,414719,548340,781601,901867,600583,287000,279414,425004,405951,406800,401609,404378,398983,418414,423507,446128,HL,상권축소,93,45,93,48,,,,,,,,,,,,,,,,,,,,,,,,,2433285,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100001,한식음식점,29,34,3,1,6,2,5,640052725,25180,433892072,206160653,82291338,79535158,90527568,79867255,101670753,115005789,91154864,43015342,24718093,128457831,80459834,240289162,123112463,387080121,210461340,2327623,89961370,106047018,124913779,182385592,91906080,17691,7489,3053,3433,3804,3511,3890,3976,3513,2289,1502,7053,2648,8010,3678,14826,8658,151,4671,4785,5084,5668,3127,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,한식,44
20191,A,골목상권,3110158,중곡3동주민센터,2899820,1351965,1547855,346868,354564,453728,414719,548340,781601,901867,600583,287000,279414,425004,405951,406800,401609,404378,398983,418414,423507,446128,HL,상권축소,93,45,93,48,,,,,,,,,,,,,,,,,,,,,,,,,2433285,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100002,중식음식점,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,중식,3
20191,A,골목상권,3110158,중곡3동주민센터,2899820,1351965,1547855,346868,354564,453728,414719,548340,781601,901867,600583,287000,279414,425004,405951,406800,401609,404378,398983,418414,423507,446128,HL,상권축소,93,45,93,48,,,,,,,,,,,,,,,,,,,,,,,,,2433285,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100010,커피-음료,7,9,0,0,11,1,2,49063059,4311,33724275,15338784,5183506,7406514,8825292,4348866,7960097,9305344,6033440,15840112,5006274,7327922,8008695,7384011,5496045,28851623,20211436,210709,9363143,7507497,9698022,19533479,2750209,3113,1198,558,794,582,497,682,699,499,133,652,1081,1156,1022,267,1680,2631,36,1201,1040,1029,658,347,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,비알코올,10
20192,A,골목상권,3110158,중곡3동주민센터,2084161,953578,1130583,239469,258079,330465,311433,391652,553062,665510,425743,194054,190982,303546,304326,293264,288870,291716,291435,291877,305757,321241,LL,다이나믹,92,45,93,49,,,,,,,,,,,,,,,,,,,,,,,,,2433285,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100001,한식음식점,33,37,11,4,3,1,4,698772144,24685,471657436,227114708,87502710,79931344,104849637,101354280,98019465,122223895,104890813,48808283,24120769,155117525,53633401,288830843,128261323,398996726,237315263,1593116,94642980,135958045,131134807,167996315,104986725,17595,7090,3445,3287,3825,3440,3598,3822,3268,1992,1258,6214,2496,8713,4012,14824,8891,110,4311,5561,4834,5712,3188,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,한식,44
20192,A,골목상권,3110158,중곡3동주민센터,2084161,953578,1130583,239469,258079,330465,311433,391652,553062,665510,425743,194054,190982,303546,304326,293264,288870,291716,291435,291877,305757,321241,LL,다이나믹,92,45,93,49,,,,,,,,,,,,,,,,,,,,,,,,,2433285,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100002,중식음식점,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,중식,3
20192,A,골목상권,3110158,중곡3동주민센터,2084161,953578,1130583,239469,258079,330465,311433,391652,553062,665510,425743,194054,190982,303546,304326,293264,288870,291716,291435,291877,305757,321241,LL,다이나믹,92,45,93,49,,,,,,,,,,,,,,,,,,,,,,,,,2433285,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100010,커피-음료,9,11,18,2,0,0,2,58456785,6469,43783744,14673041,7300620,8891579,12010012,6898138,8683395,8547664,6125377,10593665,4092471,11329170,10453669,12267785,9720025,28948409,27832873,353359,11456434,10849089,13349364,16140151,4632884,4525,1944,896,1024,1008,728,869,1077,867,76,989,1759,1572,1536,537,2453,4008,75,1719,1736,1758,803,370,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,비알코올,10
20193,A,골목상권,3110158,중곡3동주민센터,2213970,1040940,1173030,260847,276512,350365,324365,419485,582396,704877,458349,208936,203706,319718,318383,311485,309321,312765,311490,308863,323572,336475,HL,상권축소,96,43,92,48,,,,,,,,,,,,,,,,,,,,,,,,,2433285,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100001,한식음식점,32,36,3,1,6,2,4,680167863,24007,445430540,234737323,80098383,81861284,117772039,77647324,88051510,121156953,113580370,72178576,14105432,134841507,69213468,270577656,119251224,391054991,235887271,3930668,113231756,133434804,140853771,156891818,78599444,16384,7623,3318,3030,3624,3038,3374,4255,3368,2575,1039,6133,2209,8336,3715,14129,9168,273,5075,5141,4642,5570,2595,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,한식,44
20193,A,골목상권,3110158,중곡3동주민센터,2213970,1040940,1173030,260847,276512,350365,324365,419485,582396,704877,458349,208936,203706,319718,318383,311485,309321,312765,311490,308863,323572,336475,HL,상권축소,96,43,92,48,,,,,,,,,,,,,,,,,,,,,,,,,2433285,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100002,중식음식점,2,2,50,1,50,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,중식,3
20193,A,골목상권,3110158,중곡3동주민센터,2213970,1040940,1173030,260847,276512,350365,324365,419485,582396,704877,458349,208936,203706,319718,318383,311485,309321,312765,311490,308863,323572,336475,HL,상권축소,96,43,92,48,,,,,,,,,,,,,,,,,,,,,,,,,2433285,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100010,커피-음료,8,10,0,0,10,1,2,83644223,9357,60527811,23116412,11228336,13322083,11327089,11402154,13248149,11507328,11609084,11981299,5056408,16666347,14489050,19745579,15705540,43752732,39233442,278478,16221250,19534785,19135350,19474329,8341982,6520,2837,1339,1319,1250,1252,1360,1447,1390,173,1148,2340,2232,2522,942,4004,5351,66,2540,2670,2258,1219,601,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,비알코올,10
20194,A,골목상권,3110158,중곡3동주민센터,2338944,1101044,1237900,287741,293342,366758,340191,431411,619501,736146,479579,221579,219319,346560,335762,325388,325164,333135,328728,326289,343539,356699,HL,상권축소,95,44,92,48,6919,3438,3481,745,1038,1066,1037,1268,1765,389,510,584,511,641,803,356,528,482,526,627,962,3599,0,3599,2363691,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100001,한식음식점,32,36,3,1,3,1,4,754910553,27900,497220913,257689640,72791365,115937129,102339916,92313938,113838565,153571564,104118076,74152595,19308793,149628566,59279029,290107785,162433785,401978419,251981184,3657972,123713948,129642976,143751173,171141995,82051548,19407,8493,3538,4330,3689,3516,4334,4718,3775,2429,594,7204,2932,9745,4996,16127,10255,302,5662,5561,5653,6068,3139,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,한식,44
20194,A,골목상권,3110158,중곡3동주민센터,2338944,1101044,1237900,287741,293342,366758,340191,431411,619501,736146,479579,221579,219319,346560,335762,325388,325164,333135,328728,326289,343539,356699,HL,상권축소,95,44,92,48,6919,3438,3481,745,1038,1066,1037,1268,1765,389,510,584,511,641,803,356,528,482,526,627,962,3599,0,3599,2363691,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100002,중식음식점,2,2,50,1,50,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,중식,3
20194,A,골목상권,3110158,중곡3동주민센터,2338944,1101044,1237900,287741,293342,366758,340191,431411,619501,736146,479579,221579,219319,346560,335762,325388,325164,333135,328728,326289,343539,356699,HL,상권축소,95,44,92,48,6919,3438,3481,745,1038,1066,1037,1268,1765,389,510,584,511,641,803,356,528,482,526,627,962,3599,0,3599,2363691,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100010,커피-음료,8,10,0,0,0,0,2,70844880,6991,48539284,22305596,7840178,11772832,6949888,9381616,12594770,10006136,12299460,16664822,4231075,11604147,11869069,12305568,14170199,41728405,26824449,163455,14237964,14726272,11010123,19737196,8677845,4944,2047,891,1163,903,870,1117,1006,1041,292,921,1798,1733,1419,828,2832,4087,40,2150,2061,1264,988,417,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,비알코올,10
20201,A,골목상권,3110158,중곡3동주민센터,2499357,1191098,1308258,319406,328682,393669,364362,443400,649838,742946,505828,253734,253253,389106,354491,354996,353421,351229,349180,352059,363567,374904,HL,상권축소,94,44,92,48,6919,3438,3481,745,1038,1066,1037,1268,1765,389,510,584,511,641,803,356,528,482,526,627,962,3599,0,3599,2363691,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100001,한식음식점,32,36,6,2,6,2,4,661111032,23842,466399102,194711930,76282735,100621528,117750222,80241444,91503173,118626050,76085880,76535680,15034078,142897933,50477757,245382817,130782767,358892557,214756897,1614371,81742316,138393101,110821784,167639721,73438164,17135,6707,3214,3657,3414,3266,3584,3976,2731,2396,816,5886,2809,8033,3902,13840,8779,151,3760,5508,4235,5842,3117,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,한식,44
20201,A,골목상권,3110158,중곡3동주민센터,2499357,1191098,1308258,319406,328682,393669,364362,443400,649838,742946,505828,253734,253253,389106,354491,354996,353421,351229,349180,352059,363567,374904,HL,상권축소,94,44,92,48,6919,3438,3481,745,1038,1066,1037,1268,1765,389,510,584,511,641,803,356,528,482,526,627,962,3599,0,3599,2363691,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100002,중식음식점,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,중식,3
20201,A,골목상권,3110158,중곡3동주민센터,2499357,1191098,1308258,319406,328682,393669,364362,443400,649838,742946,505828,253734,253253,389106,354491,354996,353421,351229,349180,352059,363567,374904,HL,상권축소,94,44,92,48,6919,3438,3481,745,1038,1066,1037,1268,1765,389,510,584,511,641,803,356,528,482,526,627,962,3599,0,3599,2363691,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100010,커피-음료,8,11,27,3,18,2,3,57066016,5225,34531631,22534385,6821628,4714892,5795684,8163430,9035997,9414847,13119538,14917416,3147622,7923014,10478204,11398621,9201139,35032832,21540168,445595,11632640,11892753,11792381,16464043,4345587,3567,1658,690,676,735,624,842,880,778,166,697,1336,1476,1149,401,2158,3019,59,1702,1120,1039,848,409,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,비알코올,10
20202,A,골목상권,3110158,중곡3동주민센터,2410386,1145292,1265094,293674,323515,389021,357052,417463,629660,724489,479307,240902,241157,376535,347996,341502,340838,339998,338607,340219,348934,360288,HL,상권축소,94,44,92,49,6919,3438,3481,745,1038,1066,1037,1268,1765,389,510,584,511,641,803,356,528,482,526,627,962,3599,0,3599,2363691,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100001,한식음식점,33,37,11,4,8,3,4,752818969,27078,521843121,230975848,81506892,120474202,113250517,93919939,112691571,140516015,90459833,73669265,19545624,132661057,54074570,314474151,158394302,462247009,252121388,1578291,104571433,140834114,170266977,191193748,105923839,19607,7471,3780,4145,3974,3430,4278,4597,2874,2230,888,6959,2690,9719,4592,16269,10112,131,4366,6202,5039,6465,4177,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,한식,44
20202,A,골목상권,3110158,중곡3동주민센터,2410386,1145292,1265094,293674,323515,389021,357052,417463,629660,724489,479307,240902,241157,376535,347996,341502,340838,339998,338607,340219,348934,360288,HL,상권축소,94,44,92,49,6919,3438,3481,745,1038,1066,1037,1268,1765,389,510,584,511,641,803,356,528,482,526,627,962,3599,0,3599,2363691,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666,457,291,166,0,54,112,125,104,62,0,29,80,74,65,43,0,25,32,51,39,19,CS100002,중식음식점,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207154,452135,11215,광진구,11215760,중곡3동,166799,37.568726491,127.08097859,37.568726491,127.08097859,중식,3
