기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,위도,경도,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00_06_매출_금액,시간대_06_11_매출_금액,시간대_11_14_매출_금액,시간대_14_17_매출_금액,시간대_17_21_매출_금액,시간대_21_24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_00_06_매출_건수,시간대_06_11_매출_건수,시간대_11_14_매출_건수,시간대_14_17_매출_건수,시간대_17_21_매출_건수,시간대_21_24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,lat,lon,중분류_매핑,300m내_경쟁_업종_수,점포_당_매출_금액,가장_가까운_역,역까지_거리_m,가장_가까운_역_승하차_인원_수,면적(㎡)
20244,A,골목상권,3110170,동대부여고,2181942,967461,1214481,290253,395897,418856,340363,322518,414054,719290,472231,209912,194048,289735,296726,308638,305758,308910,307884,303719,317342,329689,6050.0,2945.0,3105.0,437.0,1204.0,1223.0,793.0,933.0,1460.0,197.0,576.0,666.0,418.0,449.0,639.0,240.0,628.0,557.0,375.0,484.0,821.0,3480.0,0.0,3480.0,389.0,239.0,150.0,0.0,56.0,101.0,111.0,90.0,31.0,0.0,30.0,59.0,60.0,60.0,30.0,0.0,26.0,42.0,51.0,30.0,1.0,LL,다이나믹,104,44,109,52,207834,449143,11215,광진구,11215850,구의1동,120727,37.54176314,127.0886438,CS100001,한식음식점,16.0,22.0,0.0,0.0,9.0,2.0,6.0,1059278902.0,44082.0,755159925.0,304118977.0,146062260.0,149267629.0,157404614.0,139134265.0,163291157.0,202334931.0,101784046.0,23659272.0,58433662.0,168208122.0,86767956.0,483349024.0,238860866.0,613295164.0,350139816.0,2045601.0,164641035.0,282064972.0,184497305.0,220549761.0,109636307.0,34928.0,9154.0,7126.0,6977.0,6928.0,6960.0,6937.0,7367.0,1787.0,673.0,6704.0,11034.0,5141.0,16330.0,4200.0,25376.0,16420.0,145.0,6059.0,10477.0,9030.0,10039.0,6045.0,37.54176314,127.0886438,한식,38,66204931.38,구의(광진구청) (2호선),631.5,44629.874165,"120,727"
20244,A,골목상권,3110170,동대부여고,2181942,967461,1214481,290253,395897,418856,340363,322518,414054,719290,472231,209912,194048,289735,296726,308638,305758,308910,307884,303719,317342,329689,6050.0,2945.0,3105.0,437.0,1204.0,1223.0,793.0,933.0,1460.0,197.0,576.0,666.0,418.0,449.0,639.0,240.0,628.0,557.0,375.0,484.0,821.0,3480.0,0.0,3480.0,389.0,239.0,150.0,0.0,56.0,101.0,111.0,90.0,31.0,0.0,30.0,59.0,60.0,60.0,30.0,0.0,26.0,42.0,51.0,30.0,1.0,LL,다이나믹,104,44,109,52,207834,449143,11215,광진구,11215850,구의1동,120727,37.54176314,127.0886438,CS100002,중식음식점,4.0,4.0,0.0,0.0,0.0,0.0,0.0,115326496.0,5100.0,89340329.0,25986167.0,12935845.0,21558788.0,15774863.0,19976151.0,19094682.0,17483424.0,8502743.0,0.0,801336.0,64518959.0,12953017.0,36051514.0,1001670.0,67950394.0,32637253.0,57238.0,5629383.0,20210828.0,19850227.0,34520391.0,20319581.0,4013.0,1087.0,635.0,950.0,727.0,882.0,819.0,767.0,320.0,0.0,33.0,2994.0,595.0,1466.0,12.0,2897.0,1420.0,6.0,280.0,933.0,968.0,1442.0,687.0,37.54176314,127.0886438,중식,3,28831624.0,구의(광진구청) (2호선),631.5,44629.874165,"120,727"
20244,A,골목상권,3110170,동대부여고,2181942,967461,1214481,290253,395897,418856,340363,322518,414054,719290,472231,209912,194048,289735,296726,308638,305758,308910,307884,303719,317342,329689,6050.0,2945.0,3105.0,437.0,1204.0,1223.0,793.0,933.0,1460.0,197.0,576.0,666.0,418.0,449.0,639.0,240.0,628.0,557.0,375.0,484.0,821.0,3480.0,0.0,3480.0,389.0,239.0,150.0,0.0,56.0,101.0,111.0,90.0,31.0,0.0,30.0,59.0,60.0,60.0,30.0,0.0,26.0,42.0,51.0,30.0,1.0,LL,다이나믹,104,44,109,52,207834,449143,11215,광진구,11215850,구의1동,120727,37.54176314,127.0886438,CS100010,커피-음료,9.0,10.0,0.0,0.0,20.0,2.0,1.0,95071471.0,22191.0,61642022.0,33429449.0,11121874.0,12209996.0,12474274.0,12973305.0,12862573.0,17021649.0,16407800.0,0.0,22970146.0,32357227.0,24928220.0,14683000.0,132878.0,49525087.0,45546384.0,214557.0,15403222.0,34745777.0,24850113.0,11870490.0,7987312.0,15044.0,7147.0,2878.0,3012.0,3041.0,3131.0,2982.0,3587.0,3560.0,0.0,5773.0,7307.0,5818.0,3263.0,30.0,11610.0,10581.0,30.0,4581.0,7700.0,5939.0,2419.0,1522.0,37.54176314,127.0886438,비알코올,15,10563496.78,구의(광진구청) (2호선),631.5,44629.874165,"120,727"
20191,A,골목상권,3110171,중곡4동주민센터,913186,425215,487972,120175,114873,130537,136603,162164,248833,294579,186292,88294,84397,130342,129283,125949,129125,127298,125885,134494,138586,131850,,,,,,,,,,,,,,,,,,,,,,,,,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HL,상권축소,93,39,93,48,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100001,한식음식점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,한식,50,,중곡 (7호선),802.2,19002.780123,"47,879"
20191,A,골목상권,3110171,중곡4동주민센터,913186,425215,487972,120175,114873,130537,136603,162164,248833,294579,186292,88294,84397,130342,129283,125949,129125,127298,125885,134494,138586,131850,,,,,,,,,,,,,,,,,,,,,,,,,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HL,상권축소,93,39,93,48,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100002,중식음식점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,중식,2,,중곡 (7호선),802.2,19002.780123,"47,879"
20191,A,골목상권,3110171,중곡4동주민센터,913186,425215,487972,120175,114873,130537,136603,162164,248833,294579,186292,88294,84397,130342,129283,125949,129125,127298,125885,134494,138586,131850,,,,,,,,,,,,,,,,,,,,,,,,,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HL,상권축소,93,39,93,48,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100010,커피-음료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,비알코올,16,,중곡 (7호선),802.2,19002.780123,"47,879"
20192,A,골목상권,3110171,중곡4동주민센터,636590,294702,341887,78579,79629,95181,95581,115001,172620,234452,129377,52167,48049,79061,93485,91402,90208,90761,89968,89630,90941,93680,,,,,,,,,,,,,,,,,,,,,,,,,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HL,상권축소,95,39,93,49,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100001,한식음식점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,한식,50,,중곡 (7호선),802.2,19002.780123,"47,879"
20192,A,골목상권,3110171,중곡4동주민센터,636590,294702,341887,78579,79629,95181,95581,115001,172620,234452,129377,52167,48049,79061,93485,91402,90208,90761,89968,89630,90941,93680,,,,,,,,,,,,,,,,,,,,,,,,,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HL,상권축소,95,39,93,49,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100002,중식음식점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,중식,2,,중곡 (7호선),802.2,19002.780123,"47,879"
20192,A,골목상권,3110171,중곡4동주민센터,636590,294702,341887,78579,79629,95181,95581,115001,172620,234452,129377,52167,48049,79061,93485,91402,90208,90761,89968,89630,90941,93680,,,,,,,,,,,,,,,,,,,,,,,,,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HL,상권축소,95,39,93,49,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100010,커피-음료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,비알코올,16,,중곡 (7호선),802.2,19002.780123,"47,879"
20193,A,골목상권,3110171,중곡4동주민센터,600052,278334,321718,76417,76975,87785,88116,108541,162216,211209,122185,51974,48166,78490,88026,85479,86065,85962,86693,83887,84259,87708,,,,,,,,,,,,,,,,,,,,,,,,,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,113,49,92,48,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100001,한식음식점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,한식,50,,중곡 (7호선),802.2,19002.780123,"47,879"
20193,A,골목상권,3110171,중곡4동주민센터,600052,278334,321718,76417,76975,87785,88116,108541,162216,211209,122185,51974,48166,78490,88026,85479,86065,85962,86693,83887,84259,87708,,,,,,,,,,,,,,,,,,,,,,,,,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,113,49,92,48,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100002,중식음식점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,중식,2,,중곡 (7호선),802.2,19002.780123,"47,879"
20193,A,골목상권,3110171,중곡4동주민센터,600052,278334,321718,76417,76975,87785,88116,108541,162216,211209,122185,51974,48166,78490,88026,85479,86065,85962,86693,83887,84259,87708,,,,,,,,,,,,,,,,,,,,,,,,,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,113,49,92,48,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100010,커피-음료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,비알코올,16,,중곡 (7호선),802.2,19002.780123,"47,879"
20194,A,골목상권,3110171,중곡4동주민센터,565464,263830,301634,70809,74545,83281,82956,101469,152403,193086,115378,49544,46285,76978,84195,80069,78943,81507,80590,80418,80555,83382,2514.0,1217.0,1297.0,272.0,371.0,312.0,370.0,487.0,702.0,133.0,190.0,158.0,202.0,220.0,314.0,139.0,181.0,154.0,168.0,267.0,388.0,1215.0,0.0,1215.0,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,106,50,92,48,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100001,한식음식점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,한식,50,,중곡 (7호선),802.2,19002.780123,"47,879"
20194,A,골목상권,3110171,중곡4동주민센터,565464,263830,301634,70809,74545,83281,82956,101469,152403,193086,115378,49544,46285,76978,84195,80069,78943,81507,80590,80418,80555,83382,2514.0,1217.0,1297.0,272.0,371.0,312.0,370.0,487.0,702.0,133.0,190.0,158.0,202.0,220.0,314.0,139.0,181.0,154.0,168.0,267.0,388.0,1215.0,0.0,1215.0,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,106,50,92,48,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100002,중식음식점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,중식,2,,중곡 (7호선),802.2,19002.780123,"47,879"
20194,A,골목상권,3110171,중곡4동주민센터,565464,263830,301634,70809,74545,83281,82956,101469,152403,193086,115378,49544,46285,76978,84195,80069,78943,81507,80590,80418,80555,83382,2514.0,1217.0,1297.0,272.0,371.0,312.0,370.0,487.0,702.0,133.0,190.0,158.0,202.0,220.0,314.0,139.0,181.0,154.0,168.0,267.0,388.0,1215.0,0.0,1215.0,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,106,50,92,48,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100010,커피-음료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,비알코올,16,,중곡 (7호선),802.2,19002.780123,"47,879"
20201,A,골목상권,3110171,중곡4동주민센터,579162,274078,305085,79294,77479,84375,84107,102374,151534,186518,118142,55115,51756,82573,85058,83192,81966,82656,82061,82246,82944,84097,2514.0,1217.0,1297.0,272.0,371.0,312.0,370.0,487.0,702.0,133.0,190.0,158.0,202.0,220.0,314.0,139.0,181.0,154.0,168.0,267.0,388.0,1215.0,0.0,1215.0,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,98,50,92,48,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100001,한식음식점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,한식,50,,중곡 (7호선),802.2,19002.780123,"47,879"
20201,A,골목상권,3110171,중곡4동주민센터,579162,274078,305085,79294,77479,84375,84107,102374,151534,186518,118142,55115,51756,82573,85058,83192,81966,82656,82061,82246,82944,84097,2514.0,1217.0,1297.0,272.0,371.0,312.0,370.0,487.0,702.0,133.0,190.0,158.0,202.0,220.0,314.0,139.0,181.0,154.0,168.0,267.0,388.0,1215.0,0.0,1215.0,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,98,50,92,48,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100002,중식음식점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,중식,2,,중곡 (7호선),802.2,19002.780123,"47,879"
20201,A,골목상권,3110171,중곡4동주민센터,579162,274078,305085,79294,77479,84375,84107,102374,151534,186518,118142,55115,51756,82573,85058,83192,81966,82656,82061,82246,82944,84097,2514.0,1217.0,1297.0,272.0,371.0,312.0,370.0,487.0,702.0,133.0,190.0,158.0,202.0,220.0,314.0,139.0,181.0,154.0,168.0,267.0,388.0,1215.0,0.0,1215.0,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,98,50,92,48,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100010,커피-음료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,비알코올,16,,중곡 (7호선),802.2,19002.780123,"47,879"
20202,A,골목상권,3110171,중곡4동주민센터,565063,266491,298572,77388,79694,84474,80944,99039,143526,183128,115317,53858,50426,79653,82682,80893,81131,80954,80384,80427,80745,80530,2514.0,1217.0,1297.0,272.0,371.0,312.0,370.0,487.0,702.0,133.0,190.0,158.0,202.0,220.0,314.0,139.0,181.0,154.0,168.0,267.0,388.0,1215.0,0.0,1215.0,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,97,52,92,49,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100001,한식음식점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,한식,50,,중곡 (7호선),802.2,19002.780123,"47,879"
20202,A,골목상권,3110171,중곡4동주민센터,565063,266491,298572,77388,79694,84474,80944,99039,143526,183128,115317,53858,50426,79653,82682,80893,81131,80954,80384,80427,80745,80530,2514.0,1217.0,1297.0,272.0,371.0,312.0,370.0,487.0,702.0,133.0,190.0,158.0,202.0,220.0,314.0,139.0,181.0,154.0,168.0,267.0,388.0,1215.0,0.0,1215.0,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,97,52,92,49,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100002,중식음식점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,중식,2,,중곡 (7호선),802.2,19002.780123,"47,879"
20202,A,골목상권,3110171,중곡4동주민센터,565063,266491,298572,77388,79694,84474,80944,99039,143526,183128,115317,53858,50426,79653,82682,80893,81131,80954,80384,80427,80745,80530,2514.0,1217.0,1297.0,272.0,371.0,312.0,370.0,487.0,702.0,133.0,190.0,158.0,202.0,220.0,314.0,139.0,181.0,154.0,168.0,267.0,388.0,1215.0,0.0,1215.0,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,97,52,92,49,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100010,커피-음료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,비알코올,16,,중곡 (7호선),802.2,19002.780123,"47,879"
20203,A,골목상권,3110171,중곡4동주민센터,546618,255546,291073,72750,76802,82458,77374,97503,139732,176668,111327,52035,48882,77427,80280,78630,78062,78424,77736,77758,77535,78476,2514.0,1217.0,1297.0,272.0,371.0,312.0,370.0,487.0,702.0,133.0,190.0,158.0,202.0,220.0,314.0,139.0,181.0,154.0,168.0,267.0,388.0,1215.0,0.0,1215.0,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,102,50,93,49,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100001,한식음식점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,한식,50,,중곡 (7호선),802.2,19002.780123,"47,879"
20203,A,골목상권,3110171,중곡4동주민센터,546618,255546,291073,72750,76802,82458,77374,97503,139732,176668,111327,52035,48882,77427,80280,78630,78062,78424,77736,77758,77535,78476,2514.0,1217.0,1297.0,272.0,371.0,312.0,370.0,487.0,702.0,133.0,190.0,158.0,202.0,220.0,314.0,139.0,181.0,154.0,168.0,267.0,388.0,1215.0,0.0,1215.0,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,102,50,93,49,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100002,중식음식점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,중식,2,,중곡 (7호선),802.2,19002.780123,"47,879"
20203,A,골목상권,3110171,중곡4동주민센터,546618,255546,291073,72750,76802,82458,77374,97503,139732,176668,111327,52035,48882,77427,80280,78630,78062,78424,77736,77758,77535,78476,2514.0,1217.0,1297.0,272.0,371.0,312.0,370.0,487.0,702.0,133.0,190.0,158.0,202.0,220.0,314.0,139.0,181.0,154.0,168.0,267.0,388.0,1215.0,0.0,1215.0,277.0,137.0,140.0,0.0,49.0,68.0,70.0,65.0,25.0,0.0,15.0,32.0,34.0,35.0,21.0,0.0,34.0,36.0,36.0,30.0,4.0,HH,정체,102,50,93,49,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100010,커피-음료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,비알코올,16,,중곡 (7호선),802.2,19002.780123,"47,879"
20204,A,골목상권,3110171,중곡4동주민센터,573640,269955,303684,73103,81133,86744,81093,105956,145610,185442,116140,54182,50924,82495,84457,81505,81531,81146,81508,82244,82361,83347,2409.0,1145.0,1264.0,245.0,327.0,310.0,355.0,457.0,715.0,116.0,163.0,153.0,192.0,207.0,314.0,129.0,164.0,157.0,163.0,250.0,401.0,1190.0,0.0,1190.0,175.0,88.0,87.0,0.0,32.0,42.0,46.0,40.0,15.0,0.0,9.0,19.0,23.0,23.0,14.0,0.0,23.0,23.0,23.0,17.0,1.0,HH,정체,100,50,93,49,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100001,한식음식점,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,한식,50,,중곡 (7호선),802.2,19002.780123,"47,879"
20204,A,골목상권,3110171,중곡4동주민센터,573640,269955,303684,73103,81133,86744,81093,105956,145610,185442,116140,54182,50924,82495,84457,81505,81531,81146,81508,82244,82361,83347,2409.0,1145.0,1264.0,245.0,327.0,310.0,355.0,457.0,715.0,116.0,163.0,153.0,192.0,207.0,314.0,129.0,164.0,157.0,163.0,250.0,401.0,1190.0,0.0,1190.0,175.0,88.0,87.0,0.0,32.0,42.0,46.0,40.0,15.0,0.0,9.0,19.0,23.0,23.0,14.0,0.0,23.0,23.0,23.0,17.0,1.0,HH,정체,100,50,93,49,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100002,중식음식점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,중식,2,,중곡 (7호선),802.2,19002.780123,"47,879"
20204,A,골목상권,3110171,중곡4동주민센터,573640,269955,303684,73103,81133,86744,81093,105956,145610,185442,116140,54182,50924,82495,84457,81505,81531,81146,81508,82244,82361,83347,2409.0,1145.0,1264.0,245.0,327.0,310.0,355.0,457.0,715.0,116.0,163.0,153.0,192.0,207.0,314.0,129.0,164.0,157.0,163.0,250.0,401.0,1190.0,0.0,1190.0,175.0,88.0,87.0,0.0,32.0,42.0,46.0,40.0,15.0,0.0,9.0,19.0,23.0,23.0,14.0,0.0,23.0,23.0,23.0,17.0,1.0,HH,정체,100,50,93,49,207882,451145,11215,광진구,11215770,중곡4동,47879,37.5598007,127.0892084,CS100010,커피-음료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5598007,127.0892084,비알코올,16,,중곡 (7호선),802.2,19002.780123,"47,879"
