bizesId,bizesNm,brchNm,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,ctprvnCd,ctprvnNm,signguCd,signguNm,adongCd,adongNm,ldongCd,ldongNm,lnoCd,plotSctCd,plotSctNm,lnoMnno,lnoSlno,lnoAdr,rdnmCd,rdnm,bldMnno,bldSlno,bldMngNo,bldNm,rdnmAdr,oldZipcd,newZipcd,dongNo,flrNo,hoNo,lon,lat
MA010120220812036797,리버사이드,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,114,,서울특별시 광진구 광장동 114,1.12154E+11,서울특별시 광진구 아차산로78길,44,,1.12151E+24,크레스코빌딩,서울특별시 광진구 아차산로78길 44,143802,4969,,1,,127.10989573,37.550746253
MA010120220812222980,로봇카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,507,6,서울특별시 광진구 자양동 507-6,1.12153E+11,서울특별시 광진구 능동로,50,,1.12151E+24,이튼타워리버2차,서울특별시 광진구 능동로 50,143861,5070,,,,127.06917592,37.535676381
MA010120220812224036,아에드aede,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,43,49,서울특별시 광진구 중곡동 43-49,1.12154E+11,서울특별시 광진구 능동로44길,13,,1.12151E+24,,서울특별시 광진구 능동로44길 13,143885,4921,,,,127.08238477,37.560796754
MA010120220812226653,도우터,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,11,17,서울특별시 광진구 화양동 11-17,1.12154E+11,서울특별시 광진구 아차산로31길,40,,1.12151E+24,,서울특별시 광진구 아차산로31길 40,143914,5016,,2,,127.07017816,37.54269458
MA010120220812229776,빽다방건대,로데오점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,8,1,서울특별시 광진구 자양동 8-1,1.12153E+11,서울특별시 광진구 아차산로,220,,1.12151E+24,,서울특별시 광진구 아차산로 220,143841,5072,,1,,127.06765296,37.540632764
MA010120220812167091,컴포즈커피,중곡점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215760,중곡3동,1121510100,중곡동,1.12151E+18,1,대지,691,6,서울특별시 광진구 중곡동 691-6,1.12153E+11,서울특별시 광진구 면목로,169,,1.12151E+24,,서울특별시 광진구 면목로 169,143900,4905,,1,,127.082495,37.568383063
MA010120220812270941,컴포즈커피세종대학교점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,98,,서울특별시 광진구 군자동 98,1.12153E+11,서울특별시 광진구 능동로,209,,1.12151E+24,세종대학교,서울특별시 광진구 능동로 209,143747,5006,,1,,127.07318546,37.551612642
MA010120220812250302,쿨데삭,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,41,2,서울특별시 광진구 화양동 41-2,1.12154E+11,서울특별시 광진구 동일로26길,8,,1.12151E+24,무지개하우스,서울특별시 광진구 동일로26길 8,143917,5014,,1,,127.06637857,37.545390764
MA010120220812280508,블루빈스커피,능동점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215780,능동,1121510200,능동,1.12151E+18,1,대지,236,10,서울특별시 광진구 능동 236-10,1.12154E+11,서울특별시 광진구 천호대로112길,7,,1.12151E+24,보원빌딩,서울특별시 광진구 천호대로112길 7,143848,4986,,1,,127.08159821,37.555652607
MA010120220812297824,수다커피,,I2,음식,I212,비알코올 ,I21201,카페,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,516,,서울특별시 광진구 자양동 516,1.12154E+11,서울특별시 광진구 뚝섬로35길,32,,1.12151E+24,자양우성3차,서울특별시 광진구 뚝섬로35길 32,143773,5070,,,,127.07129221,37.536215723
MA010120220812348776,인서트,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,16,54,서울특별시 광진구 화양동 16-54,1.12154E+11,서울특별시 광진구 군자로7길,25,,1.12151E+24,,서울특별시 광진구 군자로7길 25,143915,5012,,1,,127.06918516,37.545677473
MA010120220812321059,카페플랜,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,600,28,서울특별시 광진구 자양동 600-28,1.12154E+11,서울특별시 광진구 자양번영로2길,7,,1.12151E+24,,서울특별시 광진구 자양번영로2길 7,143865,5098,,1,,127.07542756,37.530527839
MA010120220812368984,더리터광진,자양점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,635,25,서울특별시 광진구 자양동 635-25,1.12153E+11,서울특별시 광진구 뚝섬로,633,,1.12151E+24,,서울특별시 광진구 뚝섬로 633,143867,5060,,1,,127.08011298,37.532020415
MA010120220812422806,얌커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,24,19,서울특별시 광진구 자양동 24-19,1.12153E+11,서울특별시 광진구 동일로,86,,1.12151E+24,,서울특별시 광진구 동일로 86,143842,5071,,1,,127.06311527,37.540238837
MA010120220812453218,카페숨꿈,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,272,16,서울특별시 광진구 광장동 272-16,1.12154E+11,서울특별시 광진구 광장로5길,8,,1.12151E+24,,서울특별시 광진구 광장로5길 8,143806,4967,,1,,127.10526351,37.548101539
MA010120220812419730,원두볶는사람들,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,635,33,서울특별시 광진구 자양동 635-33,1.12154E+11,서울특별시 광진구 자양로13길,107,,1.12151E+24,,서울특별시 광진구 자양로13길 107,143867,5060,,1,,127.0798756,37.532218796
MA010120220812454214,땡스기빙,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,236,155,서울특별시 광진구 자양동 236-155,1.12153E+11,서울특별시 광진구 뚝섬로,460,,1.12151E+24,삼풍빌딩,서울특별시 광진구 뚝섬로 460,143846,5081,,2,,127.06153975,37.536914978
MA010120220812492378,리키커피랩,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,651,34,서울특별시 광진구 자양동 651-34,1.12154E+11,서울특별시 광진구 뚝섬로56길,14,1,1.12151E+24,,서울특별시 광진구 뚝섬로56길 14-1,143872,5101,,1,,127.08245345,37.530676313
MA010120220812487083,나띵베러,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,199,18,서울특별시 광진구 구의동 199-18,1.12153E+11,서울특별시 광진구 구의강변로,106,,1.12151E+24,삼성쉐르빌,서울특별시 광진구 구의강변로 106,143723,5117,,1,,127.09495533,37.539884157
MA010120220812407230,카페폰스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,859,,서울특별시 광진구 자양동 859,1.12153E+11,서울특별시 광진구 아차산로,345,,1.12151E+24,래미안프리미어팰리스,서울특별시 광진구 아차산로 345,143191,5026,,2,,127.08145399,37.537524612
MA010120220812512372,550커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,358,18,서울특별시 광진구 광장동 358-18,1.12154E+11,서울특별시 광진구 광장로1다길,18,,1.12151E+24,,서울특별시 광진구 광장로1다길 18,143811,4967,,1,,127.10273028,37.549266058
MA010120220812518889,카페이르,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,553,45,서울특별시 광진구 자양동 553-45,1.12154E+11,서울특별시 광진구 능동로4길,61,,1.12151E+24,,서울특별시 광진구 능동로4길 61,143193,5094,,1,,127.0704396,37.531936481
MA010120220812526585,포라니,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,94,11,서울특별시 광진구 중곡동 94-11,1.12154E+11,서울특별시 광진구 자양로43길,94,,1.12151E+24,왼쪽점포,서울특별시 광진구 자양로43길 94,143888,4953,,1,,127.08945124,37.554628792
MA010120220812531511,광진카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,112,,서울특별시 광진구 광장동 112,1.12154E+11,서울특별시 광진구 아차산로78길,90,,1.12151E+24,,서울특별시 광진구 아차산로78길 90,143802,4969,,1,,127.11062047,37.551069936
MA010120220812506017,프라이빗플레이스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215780,능동,1121510200,능동,1.12151E+18,1,대지,282,10,서울특별시 광진구 능동 282-10,1.12153E+11,서울특별시 광진구 능동로,280,,1.12151E+24,,서울특별시 광진구 능동로 280,143847,4989,,1,,127.07853032,37.55480775
MA010120220812511813,메가엠지씨커피신자초,사거리점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,608,19,서울특별시 광진구 자양동 608-19,1.12153E+11,서울특별시 광진구 뚝섬로,596,,1.12151E+24,,서울특별시 광진구 뚝섬로 596,143865,5098,,1,,127.07593913,37.532951204
MA010120220812591631,반코디,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,251,140,서울특별시 광진구 구의동 251-140,1.12154E+11,서울특별시 광진구 자양로26길,20,,1.12151E+24,명칭없음,서울특별시 광진구 자양로26길 20,143826,5039,,1,,127.08505667,37.541603601
MA010120220812615676,컴포즈커피광진,구청점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,252,15,서울특별시 광진구 구의동 252-15,1.12153E+11,서울특별시 광진구 자양로,124,,1.12151E+24,,서울특별시 광진구 자양로 124,143826,5043,,1,,127.08353727,37.538766536
MA010120220812600967,트리거커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,88,1,서울특별시 광진구 중곡동 88-1,1.12154E+11,서울특별시 광진구 긴고랑로36길,46,,1.12151E+24,,서울특별시 광진구 긴고랑로36길 46,143888,4946,,1,,127.09069937,37.557303801
MA010120220812611509,파인드유어페이보릿,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,677,23,서울특별시 광진구 자양동 677-23,1.12154E+11,서울특별시 광진구 자양로3길,6,,1.12151E+24,,서울특별시 광진구 자양로3길 6,143873,5103,,1,,127.08594968,37.530962141
MA010120220812612513,카페플로,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,76,15,서울특별시 광진구 구의동 76-15,1.12154E+11,서울특별시 광진구 천호대로130길,30,,1.12151E+24,화인하우스,서울특별시 광진구 천호대로130길 30,143819,4991,,1,,127.08839379,37.550439948
MA010120220812760390,제이제이카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,257,130,서울특별시 광진구 구의동 257-130,1.12154E+11,서울특별시 광진구 자양로18길,31,,1.12151E+24,,서울특별시 광진구 자양로18길 31,143828,5043,,1,,127.08517691,37.537882385
MA010120220812774644,꿈꾸다917,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,9,17,서울특별시 광진구 화양동 9-17,1.12154E+11,서울특별시 광진구 아차산로31길,15,,1.12151E+24,,서울특별시 광진구 아차산로31길 15,143914,5018,,1,,127.06948707,37.541784979
MA010120220812707369,카페트윈즈,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,31,38,서울특별시 광진구 중곡동 31-38,1.12153E+11,서울특별시 광진구 능동로,378,,1.12151E+24,,서울특별시 광진구 능동로 378,143885,4934,,1,,127.08289644,37.562922747
MA010120220812696762,투썸플레이스세종대학교점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,98,,서울특별시 광진구 군자동 98,1.12153E+11,서울특별시 광진구 능동로,209,,1.12151E+24,세종대학교,서울특별시 광진구 능동로 209,143747,5006,,1,,127.07318546,37.551612642
MA010120220812747846,옐로우페탈커피로스터스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,23,41,서울특별시 광진구 화양동 23-41,1.12154E+11,서울특별시 광진구 동일로28길,9,,1.12151E+24,,서울특별시 광진구 동일로28길 9,143916,5007,,1,,127.06729641,37.546795803
MA010120220812807043,나나쓰,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,243,44,서울특별시 광진구 구의동 243-44,1.12154E+11,서울특별시 광진구 자양로18길,60,,1.12151E+24,,서울특별시 광진구 자양로18길 60,143825,5044,,1,,127.08678386,37.538115475
MA010120220812811930,데이오프,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,52,169,서울특별시 광진구 자양동 52-169,1.12154E+11,서울특별시 광진구 동일로4길,43,,1.12151E+24,,서울특별시 광진구 동일로4길 43,143843,5082,,1,,127.06339455,37.535985967
MA010120220812808818,로이베이커리카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,553,476,서울특별시 광진구 자양동 553-476,1.12153E+11,서울특별시 광진구 능동로,36,,1.12151E+24,,서울특별시 광진구 능동로 36,143193,5090,,1,,127.06836004,37.534316346
MA010120220812839214,더좋은생각,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,212,15,서울특별시 광진구 구의동 212-15,1.12154E+11,서울특별시 광진구 광나루로52길,41,,1.12151E+24,,서울특별시 광진구 광나루로52길 41,143822,5035,,1,,127.09348498,37.54036286
MA010120220812794876,카페토크,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215760,중곡3동,1121510100,중곡동,1.12151E+18,1,대지,169,21,서울특별시 광진구 중곡동 169-21,1.12153E+11,서울특별시 광진구 면목로,172,,1.12151E+24,,서울특별시 광진구 면목로 172,143900,4904,,1,,127.08284604,37.568508957
MA010120220812870897,카페동선,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,326,11,서울특별시 광진구 광장동 326-11,1.12154E+11,서울특별시 광진구 아차산로76가길,24,,1.12151E+24,,서울특별시 광진구 아차산로76가길 24,143808,4969,,1,,127.10664256,37.547028114
MA010120220812918001,흐룻,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,15,7,서울특별시 광진구 화양동 15-7,1.12153E+11,서울특별시 광진구 군자로,19,,1.12151E+24,,서울특별시 광진구 군자로 19,143915,5012,,1,,127.071029,37.545000629
MA010120220812925900,수정커피숍,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215760,중곡3동,1121510100,중곡동,1.12151E+18,1,대지,556,2,서울특별시 광진구 중곡동 556-2,1.12153E+11,서울특별시 광진구 면목로,201,,1.12151E+24,,서울특별시 광진구 면목로 201,143909,4902,,2,,127.08321108,37.571049506
MA010120220813008284,쑥쓰럽커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,546,4,서울특별시 광진구 구의동 546-4,1.12154E+11,서울특별시 광진구 광나루로56길,85,,1.12151E+24,,서울특별시 광진구 광나루로56길 85,143721,5116,,1,,127.0956968,37.535720938
MA010120220812966782,프롬커피로스터스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,33,29,서울특별시 광진구 화양동 33-29,1.12154E+11,서울특별시 광진구 능동로13길,81,,1.12151E+24,,서울특별시 광진구 능동로13길 81,143916,5015,,1,,127.06872069,37.545110115
MA010120220812950861,홈워크,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,33,34,서울특별시 광진구 화양동 33-34,1.12154E+11,서울특별시 광진구 능동로13길,75,,1.12151E+24,,서울특별시 광진구 능동로13길 75,143916,5015,,2,,127.06889021,37.544884766
MA010120220812936480,빽다방,아차산점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,114,32,서울특별시 광진구 중곡동 114-32,1.12154E+11,서울특별시 광진구 천호대로129길,17,,1.12151E+24,가은베스트빌,서울특별시 광진구 천호대로129길 17,143889,4953,,1,,127.09061476,37.552852939
MA010120220812947206,리플커피건국대점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,495,19,서울특별시 광진구 화양동 495-19,1.12154E+11,서울특별시 광진구 광나루로24길,20,,1.12151E+24,,서울특별시 광진구 광나루로24길 20,143926,5021,,1,,127.07632524,37.545456834
MA010120220813034118,테라코타,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,94,82,서울특별시 광진구 화양동 94-82,1.12153E+11,서울특별시 광진구 능동로,169,,1.12151E+24,,서울특별시 광진구 능동로 169,143915,5010,,1,,127.0731685,37.545846262
MA010120220813029445,자양제일커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,226,16,서울특별시 광진구 자양동 226-16,1.12154E+11,서울특별시 광진구 아차산로39길,29,,1.12151E+24,,서울특별시 광진구 아차산로39길 29,143853,5028,,1,,127.07606963,37.538906733
MA010120220813167447,커피농장의하루,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,79,14,서울특별시 광진구 자양동 79-14,1.12154E+11,서울특별시 광진구 능동로3다길,1,,1.12151E+24,,서울특별시 광진구 능동로3다길 1,143845,5086,,1,,127.06532737,37.533768452
MA010120220813109198,유니토스파이토카페스타시티점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,4,20,서울특별시 광진구 화양동 4-20,1.12153E+11,서울특별시 광진구 능동로,110,,1.12151E+24,스타시티영존빌딩,서울특별시 광진구 능동로 110,143914,5030,,4,,127.07140959,37.540657582
MA010120220813171947,면곡당,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215760,중곡3동,1121510100,중곡동,1.12151E+18,1,대지,569,4,서울특별시 광진구 중곡동 569-4,1.12154E+11,서울특별시 광진구 면목로17길,24,,1.12151E+24,,서울특별시 광진구 면목로17길 24,143909,4902,,1,,127.08198808,37.570617884
MA010120220813065736,민트모리,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,258,13,서울특별시 광진구 광장동 258-13,1.12154E+11,서울특별시 광진구 광장로1길,22,,1.12151E+24,,서울특별시 광진구 광장로1길 22,143806,4966,,1,,127.10217384,37.547851973
MA010120220813066350,오칠칠오,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,57,75,서울특별시 광진구 자양동 57-75,1.12154E+11,서울특별시 광진구 동일로2길,46,,1.12151E+24,,서울특별시 광진구 동일로2길 46,143844,5088,,1,,127.06272578,37.534526703
MA010120220813067283,카페드리아,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,157,17,서울특별시 광진구 중곡동 157-17,1.12154E+11,서울특별시 광진구 천호대로109길,9,,1.12151E+24,리아리움더언타워,서울특별시 광진구 천호대로109길 9,143898,4929,,1,,127.08078524,37.557392091
MA010120220813045697,브룸브룸디스코,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215760,중곡3동,1121510100,중곡동,1.12151E+18,1,대지,220,77,서울특별시 광진구 중곡동 220-77,1.12154E+11,서울특별시 광진구 긴고랑로13길,77,,1.12151E+24,,서울특별시 광진구 긴고랑로13길 77,143900,4908,,B1,,127.08336379,37.565877685
MA010120220813075513,카페오픈24,아차산점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,107,41,서울특별시 광진구 중곡동 107-41,1.12153E+11,서울특별시 광진구 영화사로,55,,1.12151E+24,,서울특별시 광진구 영화사로 55,143889,4947,,지,,127.09262115,37.555518335
MA010120220813058298,만렙커피,구의점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,218,37,서울특별시 광진구 구의동 218-37,1.12153E+11,서울특별시 광진구 아차산로,450,2,1.12151E+24,,서울특별시 광진구 아차산로 450-2,143822,5047,,1,,127.09247595,37.538750865
MA010120220813177290,킹스커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,5,87,서울특별시 광진구 화양동 5-87,1.12154E+11,서울특별시 광진구 동일로22길,119,,1.12151E+24,,서울특별시 광진구 동일로22길 119,143914,5017,,4,,127.07059492,37.540676092
MA010120220813206720,카페트레비,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,360,23,서울특별시 광진구 군자동 360-23,1.12153E+11,서울특별시 광진구 군자로,63,,1.12151E+24,,서울특별시 광진구 군자로 63,143840,5003,,2,,127.07054621,37.549019373
MA010120220813203120,쥬씨차얌뚝섬유원지점,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,855,,서울특별시 광진구 자양동 855,1.12153E+11,서울특별시 광진구 능동로,18,,1.12151E+24,이튼타워리버3차,서울특별시 광진구 능동로 18,143859,5096,,1,,127.06788337,37.532685809
MA010120220813225246,츄로'sCoffee&Icecream,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,606,17,서울특별시 광진구 자양동 606-17,1.12153E+11,서울특별시 광진구 뚝섬로,620,,1.12151E+24,,서울특별시 광진구 뚝섬로 620,143865,5099,,1,,127.07843875,37.532228769
MA010120220813280697,쿠키빠와21커피크리머리,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,47,35,서울특별시 광진구 자양동 47-35,1.12154E+11,서울특별시 광진구 뚝섬로30가길,9,,1.12151E+24,,서울특별시 광진구 뚝섬로30가길 9,143843,5085,,1,,127.06580387,37.535254838
MA010120220813329261,다빈치보드게임,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,7,12,서울특별시 광진구 화양동 7-12,1.12153E+11,서울특별시 광진구 아차산로,235,,1.12151E+24,일부,서울특별시 광진구 아차산로 235,143914,5018,,6,,127.06953124,37.540604643
MA010120220813329962,라이크,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,664,5,서울특별시 광진구 자양동 664-5,1.12154E+11,서울특별시 광진구 자양로3길,34,,1.12151E+24,,서울특별시 광진구 자양로3길 34,143873,5102,,1,,127.08447813,37.530269431
MA010120220813341651,레이디언트,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,142,36,서울특별시 광진구 중곡동 142-36,1.12154E+11,서울특별시 광진구 능동로38길,41,,1.12151E+24,,서울특별시 광진구 능동로38길 41,143891,4929,,1,,127.08212039,37.557093841
MA010120220813349137,이디야,아차산역점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,53,9,서울특별시 광진구 구의동 53-9,1.12152E+11,서울특별시 광진구 천호대로,663,,1.12151E+24,,서울특별시 광진구 천호대로 663,143817,4954,,1,,127.09025137,37.55181707
